Local time,Open,High,Low,Close,Volume
15.06.2003 21:00:00.000 GMT+0800,1.29798,1.29798,1.29798,1.29798,0
16.06.2003 01:00:00.000 GMT+0800,1.29798,1.29798,1.29798,1.29798,0
16.06.2003 05:00:00.000 GMT+0800,1.29685,1.29781,1.29600,1.29611,30727.0005
16.06.2003 09:00:00.000 GMT+0800,1.29604,1.30022,1.29542,1.30013,31602
16.06.2003 13:00:00.000 GMT+0800,1.30043,1.30272,1.29427,1.29500,31399.000500000002
16.06.2003 17:00:00.000 GMT+0800,1.29486,1.29916,1.29377,1.29825,31763.675300000003
16.06.2003 21:00:00.000 GMT+0800,1.29839,1.30342,1.29815,1.30000,88349.6016
17.06.2003 01:00:00.000 GMT+0800,1.30051,1.30436,1.29992,1.30356,114047.5762
17.06.2003 05:00:00.000 GMT+0800,1.30361,1.30645,1.30356,1.30437,32151
17.06.2003 09:00:00.000 GMT+0800,1.30430,1.30512,1.30248,1.30272,31441.100599999998
17.06.2003 13:00:00.000 GMT+0800,1.30255,1.30332,1.29946,1.30106,31093.1001
17.06.2003 17:00:00.000 GMT+0800,1.30107,1.30694,1.29995,1.30651,30674.7998
17.06.2003 21:00:00.000 GMT+0800,1.30700,1.30877,1.30210,1.30438,89113.1016
18.06.2003 01:00:00.000 GMT+0800,1.30448,1.30818,1.30365,1.30761,114366.1016
18.06.2003 05:00:00.000 GMT+0800,1.30754,1.30942,1.30668,1.30785,31155.8003
18.06.2003 09:00:00.000 GMT+0800,1.30782,1.30943,1.30634,1.30748,30697
18.06.2003 13:00:00.000 GMT+0800,1.30762,1.31232,1.30613,1.31039,30008.7002
18.06.2003 17:00:00.000 GMT+0800,1.31039,1.32302,1.31000,1.32199,31799.6001
18.06.2003 21:00:00.000 GMT+0800,1.32200,1.32348,1.31776,1.32045,87181.67480000001
19.06.2003 01:00:00.000 GMT+0800,1.32005,1.32589,1.31962,1.32245,113334.07519999999
19.06.2003 05:00:00.000 GMT+0800,1.32181,1.32369,1.32121,1.32271,32186.8999
19.06.2003 09:00:00.000 GMT+0800,1.32321,1.33462,1.32238,1.33071,30879.8003
19.06.2003 13:00:00.000 GMT+0800,1.33121,1.33360,1.32807,1.33186,30333.6997
19.06.2003 17:00:00.000 GMT+0800,1.33186,1.33685,1.32826,1.33000,33174.9995
