Local time,Open,High,Low,Close,Volume
17.06.2003 01:00:00.000 GMT+0800,1.30061,1.30456,1.30002,1.30386,111869.6016
17.06.2003 05:00:00.000 GMT+0800,1.30431,1.30655,1.30382,1.30461,30737.8003
17.06.2003 09:00:00.000 GMT+0800,1.30446,1.30523,1.30273,1.30302,31658.3999
17.06.2003 13:00:00.000 GMT+0800,1.30265,1.30348,1.29959,1.30116,30777.8999
17.06.2003 17:00:00.000 GMT+0800,1.30117,1.30705,1.30009,1.30671,32592.199200000003
17.06.2003 21:00:00.000 GMT+0800,1.30720,1.30891,1.30240,1.30458,89309.50289999999
18.06.2003 01:00:00.000 GMT+0800,1.30458,1.30848,1.30380,1.30791,111303.9004
18.06.2003 05:00:00.000 GMT+0800,1.30824,1.30958,1.30684,1.30809,32013.999
18.06.2003 09:00:00.000 GMT+0800,1.30798,1.30963,1.30659,1.30778,31353.2998
18.06.2003 13:00:00.000 GMT+0800,1.30772,1.31252,1.30623,1.31049,31561.3003
18.06.2003 17:00:00.000 GMT+0800,1.31049,1.32327,1.31020,1.32219,31825.3999
18.06.2003 21:00:00.000 GMT+0800,1.32220,1.32368,1.31796,1.32065,89163.4028
19.06.2003 01:00:00.000 GMT+0800,1.32015,1.32609,1.31976,1.32275,114045.69820000001
19.06.2003 05:00:00.000 GMT+0800,1.32251,1.32381,1.32141,1.32295,32128.1997
19.06.2003 09:00:00.000 GMT+0800,1.32337,1.33477,1.32258,1.33101,32361.000500000002
19.06.2003 13:00:00.000 GMT+0800,1.33131,1.33380,1.32827,1.33216,30804.600599999998
19.06.2003 17:00:00.000 GMT+0800,1.33196,1.33703,1.32846,1.33020,31931.2998
19.06.2003 21:00:00.000 GMT+0800,1.33001,1.33453,1.32194,1.32352,88870.8965
20.06.2003 01:00:00.000 GMT+0800,1.32340,1.32403,1.31119,1.31408,112974
20.06.2003 05:00:00.000 GMT+0800,1.31421,1.31811,1.31272,1.31685,31413.2998
20.06.2003 09:00:00.000 GMT+0800,1.31671,1.31693,1.31444,1.31535,29927.2998
20.06.2003 13:00:00.000 GMT+0800,1.31576,1.32264,1.31572,1.32076,30288.3999
20.06.2003 17:00:00.000 GMT+0800,1.32110,1.32469,1.31924,1.32359,31293.3999
20.06.2003 21:00:00.000 GMT+0800,1.32397,1.33078,1.32211,1.32855,89909.79830000001
21.06.2003 01:00:00.000 GMT+0800,1.32851,1.33709,1.32782,1.32878,112873.09760000001
21.06.2003 05:00:00.000 GMT+0800,1.32878,1.32878,1.32878,1.32878,0
21.06.2003 09:00:00.000 GMT+0800,1.32878,1.32878,1.32878,1.32878,0
21.06.2003 13:00:00.000 GMT+0800,1.32878,1.32878,1.32878,1.32878,0
21.06.2003 17:00:00.000 GMT+0800,1.32878,1.32878,1.32878,1.32878,0
21.06.2003 21:00:00.000 GMT+0800,1.32878,1.32878,1.32878,1.32878,0
22.06.2003 01:00:00.000 GMT+0800,1.32878,1.32878,1.32878,1.32878,0
22.06.2003 05:00:00.000 GMT+0800,1.32878,1.32878,1.32878,1.32878,0
22.06.2003 09:00:00.000 GMT+0800,1.32878,1.32878,1.32878,1.32878,0
22.06.2003 13:00:00.000 GMT+0800,1.32878,1.32878,1.32878,1.32878,0
22.06.2003 17:00:00.000 GMT+0800,1.32878,1.32878,1.32878,1.32878,0
22.06.2003 21:00:00.000 GMT+0800,1.32878,1.32878,1.32878,1.32878,0
