Local time,Open,High,Low,Close,Volume
04.12.2017 06:00:00.000 GMT+0800,10955,11582,10576,11500,2577.2050000000004
05.12.2017 06:00:00.000 GMT+0800,11501,11867,11462,11778,2078.7790000000005
06.12.2017 06:00:00.000 GMT+0800,11778,13479,11698,13403,2494.5072
07.12.2017 06:00:00.000 GMT+0800,13331,17639,13331,16059,2486.7805000000003
08.12.2017 06:00:00.000 GMT+0800,16056,17119,13891,15647,334.56419999999997
09.12.2017 06:00:00.000 GMT+0800,15647,15647,15647,15647,0
10.12.2017 06:00:00.000 GMT+0800,15647,15647,15647,15647,0
11.12.2017 06:00:00.000 GMT+0800,14805,17432,14543,17150,2036.4660000000001
12.12.2017 06:00:00.000 GMT+0800,17150,17584,16300,17262,1028.1866
13.12.2017 06:00:00.000 GMT+0800,17254,17573,15756,16753,1853.0312000000001
14.12.2017 06:00:00.000 GMT+0800,16754,17159,16061,16506,1856.6837
15.12.2017 06:00:00.000 GMT+0800,16523,17964,16297,17633,1038.9561
16.12.2017 06:00:00.000 GMT+0800,17633,17633,17633,17633,0
17.12.2017 06:00:00.000 GMT+0800,17633,17633,17633,17633,0
18.12.2017 06:00:00.000 GMT+0800,18985,19512,18119,18675,2428.2912
19.12.2017 06:00:00.000 GMT+0800,18675,19010,16737,16905,2293.4062999999996
20.12.2017 06:00:00.000 GMT+0800,16992,17852,15819,16219,3009.4389999999994
21.12.2017 06:00:00.000 GMT+0800,16213,17340,14854,15385,1875.9518000000003
22.12.2017 06:00:00.000 GMT+0800,15390,15811,10778,14245,391.13710000000003
23.12.2017 06:00:00.000 GMT+0800,14245,14245,14245,14245,0
24.12.2017 06:00:00.000 GMT+0800,14245,14245,14245,14245,0
25.12.2017 06:00:00.000 GMT+0800,13172,14629,13017,13849,616.5152999999998
26.12.2017 06:00:00.000 GMT+0800,13786,16158,13665,15930,3225.2209999999995
27.12.2017 06:00:00.000 GMT+0800,15933,16502,14635,15206,2668.1563999999994
28.12.2017 06:00:00.000 GMT+0800,15201,15503,13503,13938,2127.9287
29.12.2017 06:00:00.000 GMT+0800,13943,15093,13927,14313,3038.9861000000005
30.12.2017 06:00:00.000 GMT+0800,14313,14313,14313,14313,0
31.12.2017 06:00:00.000 GMT+0800,14313,14313,14313,14313,0
